Price;Host Total Listings Count;Accommodates;Bathrooms;Bedrooms;Beds;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 90;Availability 365;Room_type_Private room;Room_type_Shared room;Bed_type_Airbed;Bed_type_Couch;Bed_type_Futon;Bed_type_Pull-out Sofa;Bed_type_Real Bed
70.0;1.0;2;1.0;1.0;2.0;1;0;1;1125;16;62;0;0;0;0;0;0;1
34.0;2.0;2;1.0;1.0;2.0;1;10;2;1125;5;96;1;0;0;0;0;0;1
45.0;10.0;3;1.0;1.0;1.0;2;10;3;1125;54;329;0;0;0;0;0;1;0
45.0;1.0;2;2.5;1.0;1.0;1;0;2;12;48;308;1;0;0;0;0;0;1
100.0;1.0;5;1.0;3.0;5.0;1;0;15;1125;60;60;0;0;0;0;0;0;1
70.0;1.0;4;1.0;2.0;3.0;1;0;3;1125;33;83;0;0;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;2;10;2;31;0;240;0;0;0;0;0;0;1
45.0;1.0;2;1.0;0.0;1.0;1;0;2;1125;70;71;0;0;0;0;0;0;1
160.0;2.0;6;1.0;3.0;6.0;1;0;2;1125;36;298;0;0;0;0;0;0;1
25.0;3.0;2;1.0;1.0;1.0;1;0;1;1125;83;173;1;0;0;0;0;0;1
44.0;14.0;2;1.0;0.0;1.0;1;0;4;1125;13;101;0;0;0;0;0;1;0
30.0;1.0;1;1.0;1.0;1.0;1;0;2;1125;27;118;1;0;0;0;0;0;1
25.0;114.0;2;2.0;1.0;1.0;1;5;10;1125;36;311;1;0;0;0;0;0;1
75.0;11.0;4;1.0;0.0;2.0;2;15;2;1125;30;289;0;0;0;0;0;0;1
24.0;2.0;1;1.0;1.0;1.0;1;0;1;30;90;365;1;0;0;0;0;0;1
120.0;1.0;2;1.5;1.0;1.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
100.0;1.0;2;1.0;1.0;1.0;1;0;2;14;90;365;0;0;0;0;0;0;1
115.0;4.0;2;1.0;1.0;1.0;1;0;10;336;0;249;0;0;0;0;0;0;1
28.0;1.0;2;1.0;1.0;1.0;1;10;7;1125;25;300;1;0;0;0;0;0;1
40.0;4.0;2;1.0;1.0;1.0;1;0;2;1125;57;330;0;0;0;0;0;0;1
330.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;2.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
35.0;1.0;1;1.0;1.0;1.0;1;0;2;90;8;231;1;0;0;0;0;0;1
68.0;1.0;4;1.0;1.0;2.0;2;10;2;1125;23;107;0;0;0;0;0;0;1
55.0;1.0;2;1.0;0.0;1.0;1;0;3;30;61;151;0;0;0;0;0;1;0
99.0;16.0;4;1.0;1.0;2.0;2;0;1;365;51;310;0;0;0;0;0;0;1
60.0;1.0;3;1.0;1.0;2.0;2;15;2;1125;60;307;0;0;0;0;0;0;1
55.0;5.0;2;1.0;1.0;1.0;1;0;1;1125;87;362;1;0;0;0;0;0;1
45.0;4.0;2;1.0;1.0;1.0;1;0;6;1125;89;364;1;0;0;0;0;0;1
19.0;2.0;2;1.0;1.0;1.0;3;12;1;1125;22;118;1;0;0;0;0;0;1
38.0;4.0;2;1.0;1.0;1.0;1;0;3;1125;19;293;1;0;0;0;0;0;1
65.0;18.0;6;1.0;2.0;4.0;1;0;7;1125;67;184;0;0;0;0;0;0;1
20.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;27;27;1;0;0;0;0;0;1
18.0;5.0;1;1.0;1.0;1.0;1;13;1;15;37;299;1;0;0;0;1;0;0
36.0;6.0;2;1.0;1.0;1.0;1;0;1;5;11;273;0;0;0;0;0;0;1
79.0;1.0;3;2.0;2.0;2.0;2;15;2;1125;0;0;0;0;0;0;0;0;1
35.0;3.0;2;1.0;1.0;1.0;1;12;2;1125;90;90;1;0;0;0;0;0;1
46.0;1.0;4;1.0;2.0;2.0;1;12;1;1125;13;274;0;0;0;0;0;0;1
20.0;2.0;1;2.0;1.0;1.0;1;0;5;1125;53;328;1;0;0;0;0;0;1
45.0;2.0;2;1.0;1.0;1.0;1;0;2;1125;0;0;1;0;0;0;0;0;1
32.0;17.0;1;2.0;1.0;1.0;1;0;7;1125;6;281;1;0;0;0;0;0;1
224.0;1.0;5;1.0;2.0;2.0;2;15;1;1125;0;0;0;0;0;0;0;0;1
89.0;39.0;2;1.0;0.0;2.0;1;0;1;1125;74;349;0;0;0;0;0;0;1
29.0;6.0;1;1.0;1.0;1.0;1;0;5;1125;0;262;1;0;0;0;0;0;1
75.0;3.0;4;1.0;1.0;2.0;2;15;3;1125;75;350;0;0;0;0;0;0;1
25.0;3.0;1;1.0;1.0;1.0;1;0;1;1125;7;282;1;0;0;0;0;0;1
125.0;2.0;6;2.0;2.0;3.0;1;0;1;1125;12;246;0;0;0;0;0;0;1
25.0;7.0;4;2.0;1.0;2.0;2;10;2;60;35;35;1;0;0;0;1;0;0
108.0;51.0;6;2.0;2.0;1.0;2;11;4;365;51;326;0;0;0;0;0;0;1
50.0;1.0;2;1.0;0.0;1.0;1;0;2;1125;64;64;0;0;0;0;0;1;0
45.0;1.0;3;1.0;0.0;1.0;1;10;2;20;70;345;0;0;0;0;0;0;1
35.0;1.0;4;2.0;2.0;4.0;2;15;4;60;51;51;0;0;0;0;0;0;1
150.0;2.0;6;2.0;3.0;4.0;3;20;2;10;0;219;0;0;0;0;0;0;1
91.0;24.0;4;1.0;1.0;2.0;3;0;2;29;11;244;0;0;0;0;0;0;1
48.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;82;357;1;0;0;0;0;0;1
32.0;2.0;3;1.0;1.0;3.0;2;12;1;1125;23;23;1;0;0;0;0;0;1
19.0;1.0;1;1.0;1.0;1.0;1;19;3;31;6;281;1;0;0;0;0;0;1
95.0;1.0;4;2.0;2.0;2.0;4;20;4;60;0;0;0;0;0;0;0;0;1
100.0;1.0;4;2.0;3.0;3.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
119.0;57.0;8;2.0;2.0;2.0;1;20;1;30;34;120;0;0;0;0;0;0;1
150.0;2.0;5;2.0;2.0;4.0;4;20;2;30;19;256;0;0;0;0;0;0;1
16.0;1.0;1;1.0;1.0;1.0;1;0;1;15;80;355;1;0;0;0;0;0;1
54.0;7.0;3;1.0;1.0;2.0;1;0;3;1125;60;335;0;0;0;0;0;0;1
35.0;1.0;2;1.0;1.0;1.0;1;15;3;30;28;303;1;0;0;0;0;0;1
102.0;147.0;8;2.0;4.0;5.0;1;0;5;1125;84;314;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;15;1;1125;71;346;1;0;0;0;0;0;1
90.0;7.0;4;1.0;2.0;2.0;1;0;2;1125;35;307;0;0;0;0;0;0;1
70.0;23.0;6;1.0;2.0;3.0;4;10;2;90;22;297;0;0;0;0;0;1;0
50.0;11.0;4;1.0;0.0;2.0;2;10;1;1125;61;231;0;0;0;0;0;0;1
34.0;4.0;1;1.0;1.0;1.0;1;0;1;1125;43;43;1;0;0;0;0;0;1
49.0;4.0;3;2.0;1.0;2.0;1;0;5;365;74;335;1;0;0;0;0;1;0
60.0;1.0;4;1.0;1.0;3.0;1;0;2;1125;9;74;0;0;0;0;0;0;1
99.0;16.0;4;2.0;2.0;2.0;4;0;1;365;53;328;0;0;0;0;0;0;1
20.0;1.0;1;0.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
29.0;10.0;2;1.0;1.0;1.0;2;15;1;1125;15;287;1;0;0;0;0;0;1
38.0;1.0;2;1.0;1.0;1.0;1;0;1;15;49;49;1;0;0;0;0;0;1
32.0;1.0;2;1.0;1.0;1.0;2;5;2;31;79;354;1;0;0;0;0;0;1
17.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;36;311;1;0;0;0;0;0;1
35.0;1.0;2;2.0;1.0;1.0;2;0;1;30;19;251;1;0;0;0;0;0;1
61.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;0;0;0;0;0;0;0;0;1
105.0;1.0;4;1.0;2.0;3.0;2;20;4;1125;24;66;0;0;0;0;0;0;1
190.0;13.0;6;2.0;3.0;3.0;3;15;2;1125;15;264;0;0;0;0;0;0;1
25.0;2.0;2;2.0;1.0;1.0;1;0;2;1125;49;49;1;0;0;0;0;0;1
20.0;2.0;2;1.0;1.0;1.0;1;10;1;1125;61;336;1;0;0;0;0;0;1
45.0;3.0;2;1.0;1.0;2.0;1;0;2;1125;80;329;1;0;0;0;0;0;1
83.0;207.0;4;1.0;2.0;2.0;1;0;2;1125;2;2;0;0;0;0;0;0;1
40.0;1.0;2;1.0;1.0;2.0;1;0;1;1125;54;329;1;0;0;0;0;0;1
32.0;3.0;4;1.0;2.0;3.0;1;0;1;1125;43;315;0;0;0;0;0;0;1
68.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;24;275;0;0;0;0;0;0;1
245.0;4.0;5;1.0;1.0;3.0;3;20;3;1125;88;363;0;0;0;0;0;0;1
27.0;2.0;1;2.0;1.0;1.0;1;0;2;1125;0;121;1;0;0;0;0;0;1
45.0;1.0;2;2.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
55.0;10.0;3;1.0;1.0;2.0;1;0;2;365;52;325;0;0;0;0;0;0;1
45.0;1.0;2;1.0;0.0;1.0;2;15;2;15;18;270;0;0;0;0;0;0;1
45.0;8.0;4;1.0;1.0;2.0;2;18;2;1125;30;294;0;0;0;0;0;0;1
22.0;2.0;1;1.0;1.0;1.0;1;0;1;1125;0;0;0;1;0;0;0;0;1
20.0;7.0;3;3.0;1.0;1.0;2;10;2;1125;41;41;1;0;0;0;0;0;1
60.0;2.0;4;1.0;0.0;2.0;2;15;3;1125;72;347;0;0;0;0;0;0;1
33.0;7.0;2;1.0;1.0;2.0;1;0;1;1125;49;311;0;1;0;0;0;0;1
90.0;207.0;4;1.0;2.0;3.0;1;0;2;1125;4;4;0;0;0;0;0;0;1
60.0;32.0;5;1.0;1.0;1.0;1;0;3;1125;36;37;0;0;0;0;0;0;1
162.0;1.0;3;1.0;2.0;2.0;1;0;4;31;71;346;0;0;0;0;0;0;1
50.0;1.0;2;1.0;1.0;1.0;1;0;1;30;90;181;1;0;0;0;0;0;1
20.0;3.0;2;1.0;1.0;1.0;1;8;3;50;30;305;1;0;0;0;0;0;1
32.0;2.0;2;2.0;1.0;2.0;1;20;1;1125;57;328;1;0;0;0;0;0;1
140.0;1.0;4;1.0;1.0;3.0;1;20;3;1125;0;97;0;0;0;0;0;0;1
112.0;57.0;6;2.0;2.0;2.0;1;20;1;28;59;145;0;0;0;0;0;0;1
50.0;20.0;4;1.0;0.0;2.0;2;8;3;90;16;291;0;0;0;0;0;0;1
65.0;1.0;4;1.0;1.0;2.0;2;15;1;1125;60;335;0;0;0;0;0;0;1
105.0;3.0;4;1.0;1.0;2.0;1;0;3;1125;68;343;0;0;0;0;0;0;1
15.0;1.0;1;1.0;1.0;1.0;1;0;4;1125;62;337;1;0;0;0;0;0;1
150.0;1.0;6;3.0;3.0;6.0;1;0;3;60;8;178;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;28;28;1;0;0;0;0;1;0
32.0;3.0;1;1.0;1.0;1.0;1;0;1;1125;82;172;1;0;0;0;0;0;1
30.0;3.0;1;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
99.0;2.0;4;1.0;2.0;2.0;1;0;3;365;0;97;0;0;0;0;0;0;1
160.0;164.0;7;2.0;4.0;4.0;4;20;3;1125;0;0;0;0;0;0;0;0;1
70.0;3.0;5;1.0;3.0;5.0;1;0;1;1125;3;278;0;0;0;0;0;0;1
49.0;6.0;3;1.0;0.0;2.0;1;10;2;365;80;355;0;0;0;0;0;0;1
39.0;2.0;4;1.0;2.0;4.0;2;15;1;1125;41;305;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;7;2;1125;66;341;1;0;0;0;0;0;1
42.0;6.0;2;3.0;1.0;2.0;1;15;1;1125;90;365;1;0;0;0;0;0;1
45.0;8.0;2;0.5;3.0;1.0;1;5;2;1125;0;271;1;0;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;1;5;2;7;36;126;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;15;1;1125;52;138;1;0;0;0;0;0;1
52.0;2.0;2;1.0;1.0;1.0;1;0;2;30;40;313;0;0;0;0;0;0;1
22.0;1.0;1;1.5;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
135.0;5.0;4;2.0;2.0;2.0;3;0;1;1125;31;75;0;0;0;0;0;0;1
53.0;3.0;3;1.0;0.0;1.0;1;10;2;1125;16;265;0;0;0;0;0;0;1
45.0;1.0;4;1.0;0.0;2.0;2;10;2;1125;50;319;0;0;0;0;0;0;1
62.0;3.0;4;1.0;1.0;2.0;2;15;3;500;19;62;0;0;0;0;0;0;1
35.0;1.0;2;2.0;1.0;1.0;1;0;1;1125;67;342;1;0;0;0;0;0;1
19.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;61;336;1;0;0;0;0;0;1
60.0;1.0;2;1.0;1.0;1.0;2;20;2;30;0;0;0;0;0;0;0;0;1
140.0;164.0;4;1.0;1.0;2.0;2;10;2;1125;18;293;0;0;0;0;0;0;1
30.0;3.0;1;1.0;1.0;1.0;1;0;1;1125;36;311;1;0;0;0;0;0;1
18.0;6.0;1;1.0;1.0;1.0;1;10;1;365;0;246;1;0;0;0;0;0;1
150.0;2.0;2;1.0;0.0;1.0;1;0;3;1125;31;193;0;0;0;0;0;0;1
24.0;1.0;2;1.0;1.0;1.0;1;0;1;10;0;128;1;0;0;0;0;0;1
20.0;1.0;1;2.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
29.0;1.0;4;2.0;3.0;2.0;1;0;7;20;0;0;0;0;0;0;0;0;1
45.0;1.0;4;1.5;1.0;2.0;1;0;5;1125;6;281;0;0;0;0;0;0;1
60.0;3.0;3;1.0;1.0;2.0;2;8;3;1125;44;44;0;0;0;0;0;0;1
162.0;1.0;3;1.0;1.0;2.0;2;10;8;1125;0;0;0;0;0;0;0;0;1
42.0;9.0;4;1.0;0.0;2.0;2;12;3;1125;8;8;0;0;0;0;0;0;1
78.0;1.0;4;1.0;2.0;3.0;1;0;5;60;7;56;0;0;0;0;0;0;1
30.0;1.0;5;1.0;2.0;2.0;2;10;1;1125;35;68;0;0;0;0;0;0;1
54.0;1.0;3;1.0;1.0;2.0;2;15;3;1125;59;334;0;0;0;0;0;0;1
25.0;1.0;1;1.0;1.0;1.0;1;0;3;7;66;66;1;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;1.0;1;20;1;4;53;54;1;0;0;0;0;0;1
249.0;10.0;4;1.0;2.0;2.0;2;15;1;150;54;54;0;0;0;0;0;0;1
72.0;2.0;4;1.0;1.0;2.0;3;15;2;1125;36;215;0;0;0;0;0;0;1
41.0;4.0;2;1.0;1.0;1.0;1;0;2;30;48;323;0;0;0;0;0;0;1
60.0;3.0;2;1.0;0.0;1.0;1;0;3;1125;39;314;0;0;0;0;0;1;0
32.0;6.0;2;0.5;1.0;1.0;1;9;4;1125;64;339;1;0;0;0;0;0;1
13.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;10;285;1;0;0;0;0;0;1
18.0;32.0;2;1.0;1.0;2.0;1;15;5;1125;90;365;1;0;0;0;0;0;1
25.0;114.0;2;4.0;1.0;1.0;1;5;10;1125;36;92;1;0;0;0;0;0;1
40.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;86;361;1;0;0;0;0;0;1
90.0;4.0;6;2.5;3.0;4.0;1;0;14;30;0;39;0;0;0;0;0;0;1
24.0;3.0;1;1.0;1.0;1.0;1;0;2;1125;52;230;1;0;0;0;0;0;1
83.0;1.0;6;1.0;2.0;4.0;2;10;1;1125;73;163;0;0;0;0;0;0;1
45.0;1.0;2;1.0;1.0;1.0;1;20;2;1125;5;5;0;0;0;0;0;0;1
75.0;1.0;4;1.0;2.0;2.0;1;10;2;15;76;76;0;0;0;0;0;0;1
26.0;5.0;2;2.0;1.0;1.0;1;5;2;30;18;19;1;0;0;0;0;0;1
222.0;1.0;6;1.5;3.0;4.0;1;0;7;1125;90;180;0;0;0;0;0;0;1
28.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;26;294;1;0;0;0;0;0;1
34.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;89;89;1;0;0;0;0;0;1
140.0;1.0;2;1.0;1.0;1.0;2;0;2;1125;62;87;0;0;0;0;0;0;1
50.0;20.0;4;1.0;0.0;2.0;2;8;3;1125;63;338;0;0;0;0;0;0;1
55.0;1.0;2;1.5;2.0;2.0;2;10;2;30;60;60;0;0;0;0;0;0;1
49.0;1.0;2;1.0;1.0;1.0;1;10;2;1125;76;77;1;0;0;0;0;0;1
40.0;2.0;2;1.0;1.0;1.0;1;0;2;1125;24;224;0;0;0;0;0;0;1
36.0;2.0;2;1.0;1.0;1.0;1;0;2;1125;44;316;1;0;0;0;0;0;1
170.0;5.0;6;1.0;2.0;2.0;1;0;2;1125;57;328;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;12;1;1125;37;312;1;0;0;0;0;0;1
33.0;3.0;2;1.0;1.0;1.0;1;0;1;1125;38;126;1;0;0;0;0;0;1
40.0;1.0;2;1.0;1.0;1.0;1;10;1;14;44;44;1;0;0;0;0;0;1
59.0;3.0;3;1.0;1.0;2.0;2;10;2;1125;40;308;0;0;0;0;0;0;1
18.0;2.0;1;2.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
33.0;4.0;1;1.0;1.0;2.0;1;0;2;365;61;336;1;0;0;0;0;0;1
50.0;12.0;5;1.5;4.0;4.0;1;0;1;1125;68;154;0;0;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;1;10;2;1125;75;350;0;0;0;0;0;0;1
50.0;1.0;4;1.0;1.0;3.0;1;0;2;730;32;296;0;0;0;0;0;0;1
115.0;23.0;6;2.0;2.0;6.0;4;16;2;1125;16;283;0;0;0;0;0;0;1
50.0;3.0;3;1.0;0.0;2.0;1;0;1;1125;43;306;0;0;0;0;0;0;1
70.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;53;328;0;0;0;0;0;0;1
50.0;1.0;2;1.5;1.0;1.0;1;0;1;5;88;363;1;0;0;0;0;0;1
95.0;4.0;6;2.0;2.0;4.0;2;15;2;1125;49;320;0;0;0;0;0;0;1
90.0;1.0;2;1.5;1.0;2.0;1;0;1;1125;1;1;0;0;0;0;0;0;1
26.0;4.0;2;1.0;1.0;2.0;1;7;6;1125;89;89;1;0;0;0;0;0;1
60.0;1.0;4;1.5;2.0;2.0;2;15;3;1125;38;38;0;0;0;0;0;0;1
50.0;20.0;4;1.0;0.0;2.0;2;8;3;90;17;270;0;0;0;0;0;0;1
100.0;207.0;2;1.0;1.0;1.0;1;0;2;1125;3;10;0;0;0;0;0;0;1
66.0;1.0;2;1.0;0.0;1.0;1;0;2;1125;0;97;0;0;0;0;0;0;1
60.0;1.0;2;1.0;1.0;1.0;1;0;2;15;72;347;0;0;0;0;1;0;0
85.0;1.0;5;1.0;2.0;4.0;2;15;2;1125;24;288;0;0;0;0;0;0;1
25.0;3.0;2;2.0;1.0;1.0;2;0;1;1125;61;336;1;0;0;0;0;0;1
65.0;36.0;6;1.0;2.0;4.0;3;0;5;1125;29;56;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;10;1;1125;30;305;1;0;0;0;0;0;1
44.0;1.0;3;1.0;1.0;2.0;2;20;3;1125;67;342;0;0;0;0;0;0;1
140.0;8.0;6;2.0;3.0;4.0;1;0;2;1125;19;232;0;0;0;0;0;0;1
115.0;1.0;4;1.0;1.0;2.0;2;15;5;1125;6;262;0;0;0;0;0;0;1
75.0;1.0;3;1.0;1.0;1.0;1;0;1;1125;89;364;0;0;0;0;0;0;1
25.0;3.0;2;1.0;1.0;2.0;1;10;1;1125;13;13;1;0;0;0;0;0;1
35.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;21;21;1;0;0;0;0;0;1
30.0;3.0;1;1.0;1.0;1.0;1;0;3;1125;0;169;1;0;0;0;0;0;1
70.0;1.0;4;2.0;1.0;2.0;2;12;7;30;75;350;0;0;0;0;0;0;1
95.0;1.0;4;1.0;1.0;2.0;1;10;2;1125;0;228;0;0;0;0;0;0;1
275.0;2.0;4;3.0;2.0;2.0;1;0;3;1125;64;339;0;0;0;0;0;0;1
45.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;51;326;0;0;0;0;0;0;1
110.0;4.0;4;2.0;2.0;3.0;1;0;2;1125;49;324;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;0;2;10;40;225;1;0;0;0;0;0;1
140.0;10.0;6;2.0;2.0;3.0;3;10;2;1125;47;319;0;0;0;0;0;0;1
95.0;10.0;8;1.0;2.0;6.0;1;0;1;1125;24;261;0;0;0;0;0;0;1
65.0;3.0;4;1.0;2.0;2.0;3;10;2;1125;1;212;0;0;0;0;0;0;1
200.0;16.0;6;2.0;2.0;3.0;4;10;2;1125;59;83;0;0;0;0;0;0;1
55.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;36;126;1;0;0;0;0;0;1
60.0;1.0;4;1.0;2.0;2.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
37.0;3.0;2;1.0;1.0;1.0;1;0;2;10;17;88;0;0;0;0;0;0;1
54.0;1.0;3;1.0;1.0;2.0;2;12;3;365;48;221;0;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;1.0;1;0;1;7;83;84;1;0;0;0;0;0;1
30.0;3.0;1;1.0;1.0;1.0;1;0;1;14;29;30;1;0;0;0;0;0;1
23.0;1.0;2;3.0;1.0;1.0;1;0;1;1125;90;365;0;1;0;0;0;0;1
58.0;3.0;4;1.0;2.0;2.0;3;0;1;30;60;273;0;0;0;0;0;0;1
60.0;8.0;2;1.0;1.0;1.0;1;0;2;1125;18;287;0;0;0;0;0;0;1
120.0;164.0;6;2.0;2.0;4.0;2;10;2;1125;29;304;0;0;0;0;0;0;1
49.0;4.0;2;2.0;1.0;1.0;1;0;5;365;67;328;1;0;0;0;0;0;1
35.0;1.0;2;1.0;1.0;1.0;2;0;3;30;69;344;1;0;0;0;0;1;0
25.0;7.0;2;1.5;1.0;1.0;1;0;2;1125;31;306;1;0;0;0;0;0;1
290.0;1.0;6;2.0;3.0;3.0;1;0;2;1125;5;39;0;0;0;0;0;0;1
80.0;2.0;2;1.0;1.0;1.0;1;0;1;15;25;77;1;0;0;0;0;0;1
50.0;1.0;1;1.0;1.0;1.0;1;0;1;30;89;89;1;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;89;364;1;0;0;0;0;1;0
35.0;2.0;1;2.0;1.0;1.0;1;0;2;1125;6;281;1;0;0;0;0;0;1
76.0;18.0;4;1.0;2.0;2.0;2;0;1;1125;47;48;0;0;0;0;0;0;1
51.0;1.0;4;1.0;1.0;1.0;1;0;1;7;67;342;0;0;0;0;0;0;1
70.0;1.0;4;2.0;2.0;3.0;4;10;7;15;0;0;0;0;0;0;0;0;1
25.0;14.0;1;1.0;1.0;1.0;1;0;1;1125;65;340;1;0;0;0;0;0;1
86.0;1.0;3;1.5;1.0;1.0;1;0;7;1125;7;7;0;0;0;0;0;0;1
60.0;23.0;4;1.0;1.0;2.0;2;5;2;1125;44;119;0;0;0;0;0;0;1
90.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;76;351;0;0;0;0;0;0;1
49.0;15.0;4;1.0;0.0;2.0;1;0;2;1125;89;364;0;0;0;0;0;0;1
30.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;0;96;1;0;0;0;0;0;1
35.0;1.0;3;0.0;1.0;2.0;2;10;2;1125;0;0;1;0;0;0;0;0;1
59.0;1.0;4;1.0;1.0;2.0;2;20;2;1125;38;123;0;0;0;0;0;0;1
120.0;1.0;5;2.0;3.0;3.0;2;20;4;1125;4;38;0;0;0;0;0;0;1
125.0;10.0;2;1.0;0.0;1.0;1;0;1;188;56;56;1;0;0;0;0;0;1
40.0;2.0;2;1.0;1.0;1.0;1;15;2;15;56;319;1;0;0;0;0;0;1
15.0;1.0;1;1.0;1.0;1.0;1;0;1;10;0;0;1;0;0;0;0;0;1
50.0;2.0;4;1.0;2.0;2.0;4;0;2;1125;72;347;0;0;0;0;0;0;1
28.0;1.0;2;1.0;1.0;1.0;1;10;3;22;84;85;1;0;0;0;0;0;1
30.0;2.0;2;1.0;1.0;1.0;1;0;3;10;3;3;1;0;0;0;0;0;1
18.0;2.0;2;1.0;1.0;1.0;1;10;1;1125;42;317;1;0;0;0;0;0;1
32.0;21.0;4;1.0;1.0;2.0;1;10;1;200;6;135;0;0;0;0;0;0;1
80.0;16.0;3;1.0;1.0;2.0;2;15;2;1125;33;276;0;0;0;0;0;0;1
33.0;2.0;2;3.0;1.0;1.0;1;11;1;1125;21;21;1;0;0;0;0;0;1
115.0;1.0;4;1.0;1.0;2.0;1;0;5;1125;78;353;0;0;0;0;0;0;1
40.0;1.0;2;1.0;0.0;1.0;1;10;1;1125;0;0;0;0;0;0;0;0;1
21.0;1.0;2;1.0;1.0;2.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
20.0;3.0;2;1.0;1.0;1.0;1;10;2;31;5;280;1;0;0;0;0;0;1
52.0;36.0;4;1.0;0.0;1.0;1;0;2;1125;45;217;0;0;0;0;0;0;1
55.0;1.0;2;1.0;1.0;1.0;2;15;1;1125;20;274;0;0;0;0;0;0;1
90.0;1.0;5;1.0;2.0;3.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
150.0;9.0;4;1.0;2.0;2.0;1;0;1;10;36;305;0;0;0;0;0;0;1
65.0;1.0;3;1.0;2.0;2.0;1;0;4;1125;0;65;0;0;0;0;0;0;1
75.0;3.0;3;1.0;1.0;2.0;3;20;5;1125;81;324;0;0;0;0;0;0;1
45.0;1.0;3;1.0;1.0;3.0;1;0;2;12;0;0;0;0;0;0;0;0;1
85.0;1.0;2;1.0;1.0;1.0;1;10;3;1125;42;317;0;0;0;0;0;0;1
145.0;1.0;4;1.0;2.0;3.0;1;0;1;1125;0;153;0;0;0;0;0;0;1
65.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;64;339;0;0;0;0;0;0;1
82.0;4.0;2;1.0;1.0;1.0;1;20;3;1125;22;297;1;0;0;0;0;0;1
160.0;1.0;3;2.0;2.0;2.0;1;0;4;1125;79;169;0;0;0;0;0;0;1
201.0;142.0;6;3.0;3.0;4.0;2;0;3;1125;6;6;0;0;0;0;0;0;1
70.0;2.0;4;1.0;1.0;2.0;1;0;5;1125;52;327;0;0;0;0;0;0;1
80.0;1.0;9;2.0;2.0;6.0;2;10;1;1125;8;79;0;0;0;0;0;1;0
85.0;51.0;4;1.0;1.0;1.0;2;10;4;1125;45;297;0;0;0;0;0;0;1
87.0;2.0;5;1.0;2.0;3.0;3;8;2;1125;48;138;0;0;0;0;0;0;1
29.0;4.0;1;1.0;1.0;1.0;1;0;1;1125;5;280;1;0;0;0;0;0;1
50.0;2.0;4;1.0;1.0;2.0;2;20;7;1125;62;337;0;0;0;0;0;0;1
38.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;58;309;1;0;0;0;0;0;1
45.0;3.0;2;1.0;1.0;1.0;1;5;1;1125;90;180;1;0;0;0;0;0;1
175.0;147.0;6;2.0;3.0;6.0;1;0;5;1125;81;310;0;0;0;0;0;0;1
60.0;23.0;4;1.0;1.0;2.0;2;10;2;60;32;297;0;0;0;0;0;1;0
