Price;Host Total Listings Count;Accommodates;Bathrooms;Bedrooms;Beds;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 90;Availability 365;Room_type_Private room;Room_type_Shared room;Bed_type_Airbed;Bed_type_Couch;Bed_type_Futon;Bed_type_Pull-out Sofa;Bed_type_Real Bed
51.0;1.0;6;1.0;2.0;3.0;1;0;1;1125;45;305;0;0;0;0;0;0;1
10.0;11.0;1;1.0;1.0;8.0;1;0;3;1125;67;163;0;1;0;0;0;0;1
30.0;1.0;1;2.0;1.0;1.0;1;0;5;1125;0;0;1;0;0;0;0;0;1
55.0;1.0;2;1.0;1.0;1.0;1;0;1;6;71;346;1;0;0;0;0;0;1
49.0;57.0;5;1.0;3.0;3.0;1;10;1;28;67;155;0;0;0;0;0;0;1
105.0;207.0;6;1.0;2.0;2.0;1;0;2;1125;4;17;0;0;0;0;0;0;1
30.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
99.0;1.0;8;2.0;4.0;6.0;1;0;2;1125;11;80;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;10;1;14;81;356;1;0;0;0;0;0;1
75.0;2.0;4;2.0;1.0;2.0;2;10;2;1125;12;46;0;0;0;0;0;0;1
80.0;10.0;4;1.0;1.0;2.0;2;9;3;300;37;305;0;0;0;0;0;0;1
75.0;2.0;6;2.0;3.0;6.0;1;0;3;45;0;0;0;0;0;0;0;0;1
45.0;15.0;2;1.0;1.0;1.0;1;0;2;5;90;365;1;0;0;0;0;0;1
45.0;2.0;1;1.0;1.0;1.0;1;12;2;1125;13;103;1;0;0;0;0;0;1
21.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;66;341;1;0;0;0;0;0;1
50.0;1.0;2;1.0;1.0;1.0;1;0;3;20;67;158;0;0;0;0;0;0;1
90.0;1.0;4;1.0;1.0;2.0;2;5;4;30;74;164;0;0;0;0;0;0;1
23.0;1.0;2;1.0;1.0;1.0;1;10;2;7;63;63;1;0;0;0;0;0;1
85.0;1.0;4;2.0;2.0;4.0;1;0;2;1125;50;50;0;0;0;0;0;0;1
80.0;1.0;4;1.0;1.0;1.0;1;0;2;1125;10;10;0;0;0;0;0;0;1
34.0;2.0;2;1.0;0.0;1.0;1;0;5;1125;65;66;0;0;0;0;0;0;1
30.0;1.0;2;1.5;1.0;1.0;1;0;2;1125;31;31;1;0;0;0;0;0;1
70.0;164.0;5;2.0;2.0;4.0;1;10;2;1125;45;313;0;0;0;0;0;0;1
28.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
20.0;114.0;2;3.0;1.0;1.0;1;5;10;1125;36;311;1;0;0;0;0;0;1
70.0;1.0;4;1.0;1.0;2.0;2;15;2;1125;71;161;0;0;0;0;0;0;1
19.0;2.0;3;1.0;1.0;2.0;1;12;1;1125;88;363;1;0;0;0;0;0;1
75.0;2.0;2;1.0;1.0;2.0;1;0;3;3;19;19;0;0;0;0;0;0;1
22.0;1.0;2;1.0;1.0;1.0;1;10;2;5;24;24;1;0;0;0;0;0;1
39.0;4.0;2;1.0;1.0;1.0;1;0;3;1125;50;325;0;0;0;0;0;0;1
30.0;2.0;2;1.0;1.0;2.0;1;10;2;1125;81;356;1;0;0;0;0;0;1
150.0;1.0;4;1.0;1.0;1.0;1;0;1;1125;80;355;0;0;0;0;0;1;0
49.0;57.0;6;1.0;2.0;3.0;1;15;1;1125;50;139;0;0;0;0;0;0;1
50.0;1.0;3;1.0;1.0;1.0;1;0;2;1125;0;0;0;0;0;0;0;1;0
49.0;1.0;2;1.0;1.0;1.0;1;0;3;28;19;19;0;0;0;0;0;0;1
85.0;3.0;4;1.0;1.0;2.0;2;10;1;180;42;301;0;0;0;0;0;0;1
45.0;16.0;2;1.0;0.0;2.0;1;0;3;1125;72;347;0;0;0;0;0;0;1
49.0;9.0;2;1.0;1.0;1.0;1;0;1;1125;74;75;0;0;0;0;0;0;1
21.0;1.0;1;2.0;1.0;3.0;1;0;3;1125;0;217;1;0;0;0;0;0;1
22.0;5.0;2;2.0;1.0;1.0;1;0;1;1125;1;3;1;0;0;0;0;0;1
125.0;1.0;5;1.0;2.0;2.0;1;0;1;1125;79;354;0;0;0;0;0;0;1
94.0;12.0;3;1.0;1.0;2.0;2;15;7;1125;59;149;0;0;0;0;0;0;1
60.0;1.0;2;1.0;1.0;1.0;1;0;1;10;72;73;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;0;1;5;90;180;1;0;0;0;0;0;1
80.0;2.0;4;1.0;2.0;2.0;1;0;12;25;2;72;0;0;0;0;0;0;1
50.0;1.0;3;1.0;1.0;2.0;2;10;2;1125;61;62;0;0;0;0;0;0;1
70.0;1.0;4;1.0;1.0;1.0;2;8;2;1125;62;152;0;0;0;0;0;0;1
89.0;39.0;2;1.0;0.0;1.0;1;0;1;1125;74;257;0;0;0;0;0;0;1
33.0;46.0;2;1.0;0.0;1.0;1;0;1;1125;67;342;0;0;0;0;0;0;1
49.0;1.0;2;1.0;1.0;1.0;1;0;2;31;10;241;0;0;0;0;0;0;1
90.0;23.0;6;2.0;2.0;3.0;4;15;2;1125;12;246;0;0;0;0;0;0;1
30.0;38.0;1;1.0;1.0;1.0;1;0;7;1125;10;285;1;0;0;0;0;0;1
15.0;2.0;1;1.0;1.0;1.0;1;0;7;1125;54;54;1;0;0;0;0;0;1
29.0;14.0;1;0.0;1.0;1.0;1;0;1;1125;5;280;1;0;0;0;0;0;1
119.0;207.0;3;1.0;0.0;1.0;1;15;2;1125;3;40;0;0;0;0;0;0;1
18.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
60.0;2.0;4;1.5;1.0;2.0;2;15;2;1125;33;212;0;0;0;0;0;0;1
20.0;3.0;1;1.0;1.0;1.0;1;0;1;1125;73;348;1;0;0;0;0;0;1
35.0;5.0;1;2.0;1.0;1.0;1;10;1;1125;48;281;1;0;0;0;0;0;1
23.0;2.0;3;1.5;1.0;2.0;1;11;2;1125;64;155;1;0;0;0;0;0;1
55.0;3.0;2;1.0;1.0;1.0;1;0;2;1125;50;325;0;0;0;0;0;0;1
18.0;1.0;1;1.0;1.0;1.0;1;0;2;1125;90;365;1;0;0;0;0;0;1
80.0;1.0;2;1.0;0.0;1.0;2;15;2;1125;0;0;0;0;0;0;0;0;1
80.0;1.0;3;1.0;0.0;2.0;1;20;30;365;25;236;0;0;0;0;0;0;1
35.0;7.0;4;2.0;1.0;2.0;2;10;1;1125;9;47;1;0;0;0;0;0;1
29.0;4.0;2;1.0;1.0;1.0;1;0;1;1125;30;124;1;0;0;0;0;0;1
85.0;40.0;4;1.0;1.0;2.0;2;20;2;1125;0;0;0;0;0;0;0;0;1
57.0;1.0;2;1.0;2.0;2.0;1;20;2;1125;46;316;0;0;0;0;0;0;1
30.0;2.0;2;1.5;1.0;1.0;1;0;1;1125;70;345;1;0;0;0;0;0;1
60.0;11.0;4;1.0;2.0;2.0;2;20;2;90;50;325;0;0;0;0;0;0;1
45.0;9.0;4;1.0;1.0;3.0;2;18;1;1125;6;72;1;0;0;0;0;0;1
27.0;1.0;1;0.0;1.0;1.0;1;0;3;1125;82;357;1;0;0;0;0;0;1
70.0;3.0;5;1.5;2.0;3.0;4;0;2;60;46;310;0;0;0;0;0;0;1
22.0;3.0;2;1.0;1.0;2.0;1;10;1;1125;55;330;1;0;0;0;0;0;1
100.0;15.0;6;1.0;2.0;4.0;1;0;1;1125;79;345;0;0;0;0;0;0;1
150.0;2.0;4;1.0;1.0;1.0;1;0;1;1125;80;355;0;0;0;0;0;0;1
65.0;51.0;2;1.0;1.0;1.0;2;11;4;365;35;290;0;0;0;0;0;1;0
115.0;1.0;2;1.0;0.0;1.0;1;10;2;1125;77;352;0;0;0;0;0;0;1
260.0;1.0;6;2.0;4.0;8.0;1;0;1;1125;62;241;0;0;0;0;0;0;1
16.0;3.0;2;1.0;1.0;1.0;1;20;3;1125;82;357;1;0;0;0;0;0;1
178.0;1.0;4;1.0;1.0;1.0;1;0;4;40;36;36;1;0;0;0;0;0;1
42.0;1.0;2;1.0;1.0;2.0;1;0;4;30;7;76;0;0;0;0;0;0;1
55.0;1.0;2;1.5;1.0;1.0;1;15;30;180;5;280;1;0;0;0;0;0;1
90.0;1.0;6;1.0;2.0;3.0;2;15;2;30;70;345;0;0;0;0;0;0;1
80.0;2.0;5;1.0;2.0;3.0;1;0;3;1125;8;32;0;0;0;0;0;0;1
39.0;14.0;2;0.0;1.0;2.0;1;0;1;1125;6;281;1;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;1.0;1;5;1;365;59;331;1;0;0;0;0;0;1
90.0;10.0;4;2.0;2.0;2.0;1;0;3;1125;0;0;0;0;0;0;0;0;1
150.0;4.0;6;1.0;3.0;5.0;4;20;3;1125;36;208;0;0;0;0;0;0;1
70.0;5.0;4;1.0;1.0;2.0;3;0;2;1125;61;329;0;0;0;0;0;0;1
50.0;1.0;3;1.0;0.0;2.0;2;10;3;120;13;288;0;0;0;0;0;0;1
140.0;147.0;9;3.0;4.0;7.0;1;0;5;1125;83;311;0;0;0;0;0;0;1
50.0;2.0;2;2.0;1.0;2.0;1;0;1;1125;82;173;1;0;0;0;0;0;1
50.0;1.0;6;2.0;2.0;3.0;3;5;1;1125;49;49;0;0;0;0;0;0;1
24.0;14.0;1;1.0;1.0;1.0;1;0;1;1125;66;341;1;0;0;0;0;0;1
37.0;9.0;2;1.0;0.0;1.0;1;0;5;1125;26;204;0;0;0;0;0;0;1
31.0;2.0;1;1.0;1.0;1.0;1;0;1;60;45;136;1;0;0;0;0;0;1
100.0;1.0;6;2.0;3.0;4.0;3;9;2;1125;0;275;0;0;0;0;0;0;1
41.0;1.0;2;1.5;1.0;1.0;1;0;2;30;30;30;1;0;0;0;0;0;1
70.0;2.0;2;1.0;1.0;1.0;1;0;2;1125;33;305;0;0;0;0;0;0;1
43.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;31;31;0;0;0;0;0;0;1
130.0;164.0;6;2.0;2.0;3.0;2;20;2;1125;0;254;0;0;0;0;0;0;1
18.0;5.0;2;1.0;1.0;2.0;1;8;1;1460;74;349;1;0;0;0;0;0;1
85.0;1.0;3;1.5;1.0;2.0;3;0;2;1125;14;93;0;0;0;0;0;0;1
73.0;2.0;4;1.0;1.0;1.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
40.0;2.0;2;1.0;1.0;2.0;1;20;1;1125;78;353;1;0;0;0;0;0;1
40.0;1.0;3;1.0;1.0;2.0;1;15;1;30;71;219;1;0;0;0;0;0;1
39.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;61;336;1;0;0;0;0;0;1
80.0;4.0;2;1.0;1.0;1.0;1;0;2;1125;71;346;0;0;0;0;0;0;1
31.0;6.0;1;2.0;1.0;6.0;1;16;1;1125;28;303;1;0;0;0;0;0;1
140.0;6.0;4;2.0;3.0;4.0;1;0;4;1125;20;234;0;0;0;0;0;0;1
27.0;1.0;1;1.0;1.0;1.0;1;0;3;3;90;365;1;0;0;0;0;0;1
75.0;17.0;4;1.0;0.0;2.0;2;5;3;1125;0;68;0;0;0;0;0;0;1
12.0;11.0;1;1.0;1.0;1.0;1;5;4;10;90;365;1;0;0;0;0;0;1
85.0;1.0;4;2.0;2.0;3.0;1;0;2;1125;34;213;0;0;0;0;0;0;1
32.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;56;160;0;0;0;0;0;0;1
20.0;3.0;1;1.0;1.0;1.0;1;0;1;12;71;72;1;0;0;0;0;0;1
90.0;1.0;4;1.0;1.0;2.0;2;15;3;180;0;209;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;20;2;14;0;0;1;0;0;0;0;0;1
16.0;1.0;1;1.0;1.0;1.0;1;0;1;30;42;107;1;0;0;0;0;0;1
74.0;2.0;8;1.0;3.0;5.0;2;15;2;30;59;327;0;0;0;0;0;0;1
39.0;2.0;6;2.0;1.0;5.0;1;20;30;1125;60;335;1;0;0;0;0;0;1
25.0;2.0;2;1.0;1.0;1.0;1;20;3;1125;90;365;0;1;0;0;0;1;0
80.0;3.0;4;1.0;1.0;2.0;1;0;3;1125;27;117;0;0;0;0;0;1;0
119.0;51.0;6;1.5;3.0;1.0;2;11;4;1125;40;285;0;0;0;0;0;0;1
25.0;1.0;1;1.0;1.0;1.0;1;10;7;7;89;364;1;0;0;0;0;0;1
20.0;32.0;2;1.0;1.0;1.0;1;7;1;1125;71;346;1;0;0;0;0;0;1
18.0;2.0;2;1.0;1.0;1.0;1;6;1;30;34;34;1;0;0;0;0;0;1
46.0;1.0;2;1.0;1.0;2.0;1;0;1;1125;77;352;1;0;0;0;0;0;1
90.0;164.0;5;1.0;2.0;3.0;1;10;2;1125;22;255;0;0;0;0;0;0;1
69.0;1.0;3;1.0;2.0;2.0;2;15;2;15;44;135;0;0;0;0;0;0;1
20.0;3.0;2;1.0;1.0;1.0;1;0;1;1125;11;221;1;0;0;0;0;0;1
49.0;1.0;2;1.0;1.0;1.0;1;15;1;10;24;115;1;0;0;0;0;0;1
60.0;9.0;4;1.0;1.0;2.0;2;10;4;1125;54;140;0;0;0;0;0;0;1
65.0;1.0;5;1.5;2.0;3.0;3;7;2;1125;38;98;0;0;0;0;0;0;1
17.0;3.0;1;2.0;1.0;1.0;1;0;3;1125;39;39;1;0;0;0;0;0;1
85.0;2.0;6;1.5;2.0;4.0;4;10;3;1125;20;205;0;0;0;0;0;0;1
19.0;2.0;3;2.0;1.0;3.0;1;12;1;1125;44;298;1;0;0;0;0;0;1
75.0;6.0;4;1.0;2.0;3.0;1;0;2;400;15;237;0;0;0;0;0;0;1
65.0;7.0;6;1.0;0.0;3.0;2;10;1;1125;20;283;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;8;1;1125;53;328;1;0;0;0;0;0;1
55.0;11.0;4;1.0;1.0;2.0;2;15;2;99;61;336;0;0;0;0;0;0;1
145.0;74.0;8;3.0;4.0;8.0;1;0;5;1125;45;217;0;0;0;0;0;0;1
132.0;1.0;6;1.0;3.0;5.0;6;10;2;1125;34;309;0;0;0;0;0;0;1
95.0;7.0;4;1.0;1.0;1.0;2;15;3;1125;31;275;0;0;0;0;0;0;1
75.0;2.0;4;1.0;2.0;3.0;2;15;2;10;14;59;0;0;0;0;0;0;1
90.0;13.0;4;1.0;1.0;2.0;2;10;2;1125;1;91;0;0;0;0;0;1;0
20.0;2.0;1;1.0;1.0;1.0;1;0;2;3;87;362;1;0;0;0;0;0;1
85.0;40.0;4;1.0;1.0;2.0;2;20;2;1125;0;0;0;0;0;0;0;0;1
300.0;1.0;9;2.0;4.0;5.0;5;15;4;30;2;182;0;0;0;0;0;0;1
38.0;1.0;2;1.0;1.0;1.0;1;5;1;1125;10;285;1;0;0;0;0;0;1
75.0;1.0;3;1.0;1.0;2.0;1;0;2;30;17;17;0;0;0;0;0;0;1
35.0;1.0;2;1.0;1.0;1.0;1;0;1;10;90;365;1;0;0;0;0;0;1
49.0;10.0;2;1.0;0.0;1.0;1;0;3;1125;69;344;0;0;0;0;0;0;1
59.0;1.0;4;1.0;2.0;2.0;3;0;3;1125;61;94;0;0;0;0;0;0;1
52.0;38.0;2;1.0;1.0;2.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
17.0;1.0;2;1.0;1.0;1.0;1;5;3;1125;44;316;1;0;0;0;0;0;1
39.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;59;334;1;0;0;0;0;0;1
55.0;164.0;4;1.0;0.0;3.0;1;5;2;1125;59;334;0;0;0;0;0;0;1
54.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;0;0;0;0;0;0;0;0;1
35.0;1.0;2;1.5;1.0;1.0;1;20;2;1125;81;356;1;0;0;0;0;0;1
207.0;68.0;4;1.5;2.0;4.0;1;0;30;1125;0;7;0;0;0;0;0;0;1
50.0;5.0;2;1.0;1.0;1.0;1;0;3;30;90;365;1;0;0;0;0;0;1
120.0;13.0;5;1.5;1.0;2.0;2;20;3;1125;87;362;0;0;0;0;0;0;1
70.0;9.0;3;1.0;1.0;2.0;2;15;1;1125;38;128;0;0;0;0;0;0;1
230.0;28.0;4;2.5;2.0;3.0;1;0;5;90;33;33;0;0;0;0;0;0;1
78.0;1.0;4;1.0;2.0;3.0;2;10;3;14;39;310;0;0;0;0;0;0;1
20.0;114.0;2;2.0;1.0;1.0;1;0;10;1125;6;281;1;0;0;0;0;0;1
50.0;1.0;2;1.5;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;61;61;1;0;0;0;0;0;1
250.0;1.0;1;1.0;1.0;1.0;1;0;7;1125;89;179;0;0;0;0;0;0;1
110.0;1.0;4;2.0;2.0;3.0;1;0;5;1125;49;313;0;0;0;0;0;0;1
20.0;114.0;1;2.0;1.0;1.0;1;5;10;1125;22;272;1;0;0;0;0;0;1
60.0;2.0;2;1.0;1.0;1.0;1;0;3;35;4;279;0;0;0;0;0;0;1
200.0;4.0;8;3.0;3.0;5.0;4;10;3;62;20;231;0;0;0;0;0;0;1
65.0;5.0;4;1.0;2.0;2.0;2;10;2;180;5;280;0;0;0;0;0;0;1
55.0;1.0;4;2.0;2.0;3.0;1;0;2;1125;45;45;1;0;0;0;0;0;1
100.0;1.0;3;1.0;1.0;2.0;1;0;2;1125;12;125;0;0;0;0;0;0;1
39.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;4;207;1;0;0;0;0;0;1
23.0;3.0;2;1.0;1.0;1.0;1;9;1;1125;10;100;1;0;0;0;0;0;1
160.0;74.0;4;2.0;2.0;3.0;1;0;7;1125;48;228;0;0;0;0;0;0;1
90.0;9.0;4;2.0;2.0;2.0;1;0;1;1125;35;35;0;0;0;0;0;0;1
45.0;3.0;2;1.0;0.0;1.0;1;0;3;1125;36;127;0;0;0;0;0;0;1
27.0;1.0;2;1.0;1.0;2.0;1;0;15;1125;0;0;0;0;0;0;0;0;1
15.0;1.0;1;1.0;1.0;1.0;1;10;2;10;88;363;1;0;0;0;0;0;1
35.0;1.0;2;1.5;1.0;1.0;1;10;2;7;74;349;1;0;0;0;0;0;1
80.0;6.0;5;1.0;1.0;3.0;1;0;2;1125;53;323;0;0;0;0;0;0;1
323.0;74.0;10;3.0;4.0;5.0;1;0;5;1125;49;273;0;0;0;0;0;0;1
40.0;2.0;2;1.0;1.0;1.0;1;5;1;1125;0;0;1;0;0;0;0;0;1
55.0;3.0;5;1.5;1.0;4.0;3;5;3;1125;60;148;0;0;0;0;0;0;1
44.0;8.0;3;1.0;1.0;2.0;2;18;2;1125;64;339;0;0;0;0;0;0;1
80.0;4.0;8;1.0;3.0;5.0;2;10;3;1125;14;271;0;0;0;0;0;0;1
32.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
350.0;6.0;4;2.0;2.0;2.0;1;0;15;1125;90;365;0;0;0;0;0;0;1
60.0;13.0;6;1.0;2.0;4.0;1;0;1;10;25;121;0;0;0;0;0;0;1
80.0;1.0;5;1.0;2.0;3.0;3;10;2;30;32;117;0;0;0;0;0;0;1
65.0;8.0;3;1.0;1.0;3.0;1;0;1;1125;57;293;1;0;0;0;0;0;1
80.0;1.0;4;1.0;1.0;2.0;2;15;1;1125;18;293;0;0;0;0;0;0;1
180.0;3.0;4;2.0;2.0;2.0;1;0;4;1125;61;336;0;0;0;0;0;0;1
66.0;2.0;2;1.0;0.0;1.0;2;0;2;1125;40;300;0;0;0;0;0;0;1
47.0;1.0;3;1.0;1.0;2.0;2;20;1;1125;37;58;0;0;0;0;0;0;1
38.0;1.0;2;1.0;1.0;1.0;1;0;2;30;54;329;1;0;0;0;0;0;1
95.0;1.0;5;1.0;3.0;5.0;4;20;1;1125;15;15;0;0;0;0;0;0;1
25.0;1.0;1;0.5;1.0;1.0;1;0;2;1125;10;10;1;0;0;0;0;0;1
25.0;1.0;2;2.0;1.0;1.0;1;8;1;1125;6;11;1;0;0;0;0;0;1
46.0;3.0;4;2.0;1.0;1.0;2;7;3;180;6;96;0;0;0;0;0;0;1
71.0;2.0;2;1.0;1.0;1.0;1;0;2;30;51;51;0;0;0;1;0;0;0
132.0;147.0;6;2.0;3.0;5.0;1;0;5;1125;90;326;0;0;0;0;0;0;1
60.0;1.0;3;1.0;0.0;2.0;2;0;3;730;8;283;0;0;0;0;0;0;1
89.0;39.0;3;1.0;1.0;2.0;1;0;1;1125;58;333;0;0;0;0;0;0;1
200.0;9.0;9;2.0;4.0;6.0;1;0;1;10;14;176;0;0;0;0;0;0;1
33.0;46.0;2;1.0;0.0;1.0;2;5;1;1125;70;345;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;0;2;8;52;52;1;0;0;0;0;0;1
20.0;9.0;8;2.0;1.0;8.0;1;15;2;1125;70;345;1;0;0;0;0;0;1
75.0;1.0;4;1.0;1.0;1.0;2;15;1;1125;63;338;0;0;0;0;0;0;1
90.0;1.0;4;1.0;2.0;3.0;1;0;1;1125;72;347;0;0;0;0;0;0;1
80.0;1.0;6;2.0;2.0;3.0;2;15;2;1125;51;316;0;0;0;0;0;0;1
43.0;2.0;2;1.0;1.0;1.0;1;15;2;1125;0;45;1;0;0;0;0;0;1
105.0;10.0;3;1.0;1.0;2.0;1;0;3;365;86;361;0;0;0;0;0;0;1
19.0;15.0;2;1.0;1.0;1.0;1;17;1;1125;67;342;1;0;0;0;0;0;1
39.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
150.0;2.0;4;1.5;1.0;2.0;2;10;7;1125;75;350;0;0;0;0;0;0;1
40.0;2.0;4;1.0;2.0;1.0;1;0;14;60;0;0;0;0;0;0;0;0;1
130.0;1.0;4;2.0;2.0;4.0;1;0;3;1125;53;328;0;0;0;0;0;0;1
18.0;1.0;1;1.0;1.0;1.0;1;0;3;1125;60;335;1;0;0;0;0;0;1
175.0;2.0;6;1.5;3.0;3.0;4;15;3;1125;35;306;0;0;0;0;0;0;1
75.0;1.0;4;1.5;2.0;2.0;3;15;2;1125;0;62;0;0;0;0;0;0;1
90.0;6.0;8;1.5;3.0;4.0;6;0;3;1125;49;319;0;0;0;0;0;0;1
89.0;1.0;6;1.0;2.0;4.0;4;20;2;30;13;224;0;0;0;0;0;0;1
126.0;136.0;4;1.0;1.0;2.0;1;0;3;1125;0;0;0;0;0;0;0;0;1
81.0;1.0;5;2.0;2.0;3.0;1;0;3;1125;35;173;0;0;0;0;0;0;1
110.0;164.0;4;1.0;1.0;1.0;2;10;2;1125;10;276;0;0;0;0;0;0;1
105.0;1.0;3;1.0;1.0;2.0;1;0;4;1125;78;168;0;0;0;0;0;0;1
85.0;57.0;6;1.0;2.0;3.0;2;10;1;28;57;146;0;0;0;0;0;0;1
75.0;1.0;2;1.0;1.0;2.0;1;10;3;1125;49;324;0;0;0;0;0;0;1
102.0;74.0;4;1.0;2.0;3.0;1;0;5;1125;90;320;0;0;0;0;0;0;1
30.0;5.0;4;2.0;1.0;1.0;2;8;1;1125;59;334;1;0;0;0;0;0;1
15.0;4.0;16;1.0;1.0;1.0;1;10;1;1125;90;365;1;0;0;0;0;0;1
45.0;1.0;2;1.0;0.0;1.0;1;0;2;1125;28;299;0;0;0;0;0;0;1
43.0;1.0;3;1.0;1.0;1.0;2;10;2;1125;32;119;0;0;0;0;0;0;1
45.0;1.0;7;1.0;3.0;6.0;1;12;2;1125;50;318;0;0;0;0;0;0;1
35.0;16.0;2;1.0;1.0;1.0;1;5;1;100;0;2;1;0;0;0;0;0;1
45.0;4.0;4;1.0;1.0;3.0;2;15;2;1125;76;162;1;0;0;0;0;0;1
39.0;14.0;2;0.0;1.0;2.0;1;0;1;1125;5;280;1;0;0;0;0;0;1
78.0;1.0;4;1.0;2.0;3.0;1;0;2;1125;11;238;0;0;0;0;0;0;1
50.0;4.0;3;1.0;1.0;2.0;2;15;1;1125;33;118;0;0;0;0;0;0;1
160.0;1.0;6;2.0;2.0;5.0;1;0;4;31;46;226;0;0;0;0;0;0;1
65.0;3.0;3;1.0;1.0;3.0;2;20;3;365;7;282;0;0;0;0;0;0;1
27.0;3.0;2;1.0;1.0;1.0;1;0;2;1125;52;111;1;0;0;0;0;0;1
30.0;2.0;3;1.0;1.0;2.0;1;15;2;1125;5;254;1;0;0;0;0;0;1
25.0;114.0;2;4.0;1.0;1.0;1;5;10;1125;36;92;1;0;0;0;0;0;1
40.0;14.0;2;1.0;0.0;1.0;1;0;21;1125;27;93;0;0;0;0;0;1;0
30.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
70.0;1.0;2;1.0;1.0;1.0;1;0;3;7;20;173;0;0;0;0;0;0;1
50.0;18.0;4;1.0;1.0;1.0;1;0;5;1125;36;311;1;0;0;0;0;0;1
58.0;1.0;1;2.0;1.0;1.0;1;0;7;1125;0;0;1;0;0;0;0;0;1
70.0;1.0;2;2.0;1.0;1.0;1;0;2;1125;36;311;1;0;0;0;0;0;1
40.0;1.0;6;1.0;2.0;3.0;1;15;3;10;49;314;0;0;0;0;0;0;1
86.0;1.0;2;1.0;1.0;1.0;1;0;2;4;55;55;0;0;0;0;0;0;1
42.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;1;49;1;0;0;0;0;0;1
15.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;77;352;1;0;0;0;0;0;1
60.0;1.0;4;1.0;2.0;3.0;3;15;2;60;0;0;0;0;0;0;0;0;1
18.0;5.0;1;2.0;1.0;1.0;1;0;2;31;39;39;1;0;0;0;0;0;1
50.0;1.0;1;1.0;1.0;1.0;1;0;7;1125;89;89;1;0;0;0;0;0;1
65.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;0;0;0;0;0;0;0;0;1
80.0;1.0;7;1.0;3.0;5.0;3;10;2;1125;38;126;0;0;0;0;0;0;1
89.0;39.0;2;1.0;0.0;2.0;1;0;1;1125;43;221;0;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;1.0;1;10;1;1125;53;54;1;0;0;0;0;0;1
60.0;2.0;3;1.0;2.0;2.0;1;0;3;8;48;323;0;0;0;0;0;0;1
75.0;68.0;4;1.0;2.0;3.0;2;0;2;1125;90;348;0;0;0;0;0;0;1
50.0;1.0;3;1.0;1.0;2.0;1;0;3;1125;0;0;0;0;0;0;0;0;1
25.0;3.0;2;1.0;1.0;2.0;1;10;2;1125;16;275;1;0;0;0;0;0;1
89.0;1.0;3;1.0;1.0;2.0;2;15;2;90;32;307;0;0;0;0;0;0;1
38.0;1.0;2;2.0;1.0;1.0;1;20;1;1125;71;71;1;0;0;0;0;0;1
32.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;5;280;1;0;0;0;0;0;1
20.0;2.0;1;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
75.0;7.0;2;1.0;1.0;1.0;1;0;3;14;11;77;0;0;0;0;0;0;1
100.0;1.0;4;1.0;1.0;2.0;1;0;2;1125;0;0;0;0;0;0;0;0;1
30.0;1.0;1;1.5;1.0;1.0;1;0;2;14;28;28;1;0;0;0;0;0;1
36.0;26.0;1;3.0;1.0;1.0;1;0;7;1125;36;311;1;0;0;0;0;0;1
210.0;4.0;5;1.0;3.0;3.0;1;0;20;1125;0;90;0;0;0;0;0;0;1
50.0;3.0;4;1.0;2.0;2.0;2;17;1;1125;6;7;0;0;0;0;0;0;1
100.0;1.0;2;1.0;1.0;2.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
27.0;1.0;1;1.0;1.0;1.0;1;0;7;365;36;311;1;0;0;0;0;0;1
